      0 <= x <      30; y_0      =      61.0 +   0.6333333333333333x; interpolation
      32070 <= x <      32100; y_1069      =      1139.0 +   -0.03333333333333333x; interpolation
      32100 <= x <      32130; y_1070      =      2209.0 +   -0.06666666666666667x; interpolation
      32130 <= x <      32160; y_1071      =      -6359.0 +   0.2x; interpolation
      32160 <= x <      32190; y_1072      =      -14935.0 +   0.4666666666666667x; interpolation
      32190 <= x <      32220; y_1073      =      6525.0 +   -0.2x; interpolation
      32220 <= x <      32250; y_1074      =      14043.0 +   -0.43333333333333335x; interpolation
      32250 <= x <      32280; y_1075      =      -3157.0 +   0.1x; interpolation
      32280 <= x <      32310; y_1076      =      5451.0 +   -0.16666666666666666x; interpolation
      32310 <= x <      32340; y_1077      =      32376.0 +   -1.0x; interpolation
      32340 <= x <      32370; y_1078      =      4348.0 +   -0.13333333333333333x; interpolation
      32370 <= x <      32400; y_1079      =      -49602.0 +   1.5333333333333334x; interpolation
      32400 <= x <      32430; y_1080      =      -5322.0 +   0.16666666666666666x; interpolation
      32430 <= x <      32460; y_1081      =      7650.0 +   -0.23333333333333334x; interpolation
      32460 <= x <      32490; y_1082      =      -10744.0 +   0.3333333333333333x; interpolation
      32490 <= x <      32520; y_1083      =      16331.0 +   -0.5x; interpolation
      32520 <= x <      32550; y_1084      =      -11853.0 +   0.36666666666666664x; interpolation
      32550 <= x <      32580; y_1085      =      18527.0 +   -0.5666666666666667x; interpolation
      32580 <= x <      32610; y_1086      =      -20569.0 +   0.6333333333333333x; interpolation
      32610 <= x <      32640; y_1087      =      20737.0 +   -0.6333333333333333x; interpolation
      32640 <= x <      32670; y_1088      =      -2111.0 +   0.06666666666666667x; interpolation
      32670 <= x <      32700; y_1089      =      -8645.0 +   0.26666666666666666x; interpolation
      32700 <= x <      32730; y_1090      =      -14095.0 +   0.43333333333333335x; interpolation
      32730 <= x <      32760; y_1091      =      3361.0 +   -0.1x; interpolation
      32760 <= x <      32790; y_1092      =      1177.0 +   -0.03333333333333333x; interpolation
      32790 <= x <      32820; y_1093      =      20851.0 +   -0.6333333333333333x; interpolation
      32820 <= x <      32850; y_1094      =      65.0 +   0.0x; interpolation
      32850 <= x <      32880; y_1095      =      -21835.0 +   0.6666666666666666x; interpolation
      32880 <= x <      32910; y_1096      =      85.0 +   0.0x; interpolation
      32910 <= x <      32940; y_1097      =      85.0 +   0.0x; interpolation
      32940 <= x <      32970; y_1098      =      -2111.0 +   0.06666666666666667x; interpolation
      32970 <= x <      33000; y_1099      =      24265.0 +   -0.7333333333333333x; interpolation
      33000 <= x <      33030; y_1100      =      -2135.0 +   0.06666666666666667x; interpolation
      33030 <= x <      33060; y_1101      =      -18650.0 +   0.5666666666666667x; interpolation
      33060 <= x <      33090; y_1102      =      3390.0 +   -0.1x; interpolation
      33090 <= x <      33120; y_1103      =      17729.0 +   -0.5333333333333333x; interpolation
      33120 <= x <      33150; y_1104      =      -2143.0 +   0.06666666666666667x; interpolation
      33150 <= x <      33180; y_1105      =      -19823.0 +   0.6x; interpolation
      33180 <= x <      33210; y_1106      =      85.0 +   0.0x; interpolation
      33210 <= x <      33240; y_1107      =      -3236.0 +   0.1x; interpolation
      33240 <= x <      33270; y_1108      =      7844.0 +   -0.23333333333333334x; interpolation
      33270 <= x <      33300; y_1109      =      -7682.0 +   0.23333333333333334x; interpolation
      33300 <= x <      33330; y_1110      =      23398.0 +   -0.7x; interpolation
      33330 <= x <      33360; y_1111      =      -19931.0 +   0.6x; interpolation
      33360 <= x <      33390; y_1112      =      18989.0 +   -0.5666666666666667x; interpolation
      33390 <= x <      33420; y_1113      =      -18853.0 +   0.5666666666666667x; interpolation
      33420 <= x <      33450; y_1114      =      21251.0 +   -0.6333333333333333x; interpolation
      33450 <= x <      33480; y_1115      =      -23349.0 +   0.7x; interpolation
      33480 <= x <      33510; y_1116      =      87.0 +   0.0x; interpolation
      33510 <= x <      33540; y_1117      =      23544.0 +   -0.7x; interpolation
      33540 <= x <      33570; y_1118      =      -15586.0 +   0.4666666666666667x; interpolation
      33570 <= x <      33600; y_1119      =      16865.0 +   -0.5x; interpolation
      33600 <= x <      33630; y_1120      =      -23455.0 +   0.7x; interpolation
      33630 <= x <      33660; y_1121      =      3449.0 +   -0.1x; interpolation
      33660 <= x <      33690; y_1122      =      15791.0 +   -0.4666666666666667x; interpolation
      33690 <= x <      33720; y_1123      =      -17899.0 +   0.5333333333333333x; interpolation
      33720 <= x <      33750; y_1124      =      5705.0 +   -0.16666666666666666x; interpolation
      33750 <= x <      33780; y_1125      =      -5545.0 +   0.16666666666666666x; interpolation
      33780 <= x <      33810; y_1126      =      5715.0 +   -0.16666666666666666x; interpolation
      33810 <= x <      33840; y_1127      =      16985.0 +   -0.5x; interpolation
      33840 <= x <      33870; y_1128      =      -4447.0 +   0.13333333333333333x; interpolation
      33870 <= x <      33900; y_1129      =      -17995.0 +   0.5333333333333333x; interpolation
      33900 <= x <      33930; y_1130      =      5735.0 +   -0.16666666666666666x; interpolation
      33930 <= x <      33960; y_1131      =      17045.0 +   -0.5x; interpolation
      33960 <= x <      33990; y_1132      =      -5595.0 +   0.16666666666666666x; interpolation
      33990 <= x <      34020; y_1133      =      -16925.0 +   0.5x; interpolation
      34020 <= x <      34050; y_1134      =      15961.0 +   -0.4666666666666667x; interpolation
      34050 <= x <      34080; y_1135      =      -16954.0 +   0.5x; interpolation
      34080 <= x <      34110; y_1136      =      5766.0 +   -0.16666666666666666x; interpolation
      34110 <= x <      34140; y_1137      =      -1056.0 +   0.03333333333333333x; interpolation
      34140 <= x <      34170; y_1138      =      4634.0 +   -0.13333333333333333x; interpolation
      34170 <= x <      34200; y_1139      =      -9034.0 +   0.26666666666666666x; interpolation
      34200 <= x <      34230; y_1140      =      5786.0 +   -0.16666666666666666x; interpolation
      34230 <= x <      34260; y_1141      =      -2201.0 +   0.06666666666666667x; interpolation
      34260 <= x <      34290; y_1142      =      22923.0 +   -0.6666666666666666x; interpolation
      34290 <= x <      34320; y_1143      =      -25083.0 +   0.7333333333333333x; interpolation
      34320 <= x <      34350; y_1144      =      24109.0 +   -0.7x; interpolation
      34350 <= x <      34380; y_1145      =      -19401.0 +   0.5666666666666667x; interpolation
      34380 <= x <      34410; y_1146      =      18417.0 +   -0.5333333333333333x; interpolation
      34410 <= x <      34440; y_1147      =      -25169.0 +   0.7333333333333333x; interpolation
      34440 <= x <      34470; y_1148      =      25343.0 +   -0.7333333333333333x; interpolation
      34470 <= x <      34500; y_1149      =      -22915.0 +   0.6666666666666666x; interpolation
      34500 <= x <      34530; y_1150      =      21935.0 +   -0.6333333333333333x; interpolation
      34530 <= x <      34560; y_1151      =      -19501.0 +   0.5666666666666667x; interpolation
      34560 <= x <      34590; y_1152      =      5843.0 +   -0.16666666666666666x; interpolation
      34590 <= x <      34620; y_1153      =      -6840.0 +   0.2x; interpolation
      34620 <= x <      34650; y_1154      =      -2224.0 +   0.06666666666666667x; interpolation
      34650 <= x <      34680; y_1155      =      24341.0 +   -0.7x; interpolation
      34680 <= x <      34710; y_1156      =      -25367.0 +   0.7333333333333333x; interpolation
      34710 <= x <      34740; y_1157      =      24384.0 +   -0.7x; interpolation
      34740 <= x <      34770; y_1158      =      -19620.0 +   0.5666666666666667x; interpolation
      34770 <= x <      34800; y_1159      =      -3394.0 +   0.1x; interpolation
      34800 <= x <      34830; y_1160      =      24446.0 +   -0.7x; interpolation
      34830 <= x <      34860; y_1161      =      -23155.0 +   0.6666666666666666x; interpolation
      34860 <= x <      34890; y_1162      =      16353.0 +   -0.4666666666666667x; interpolation
      34890 <= x <      34920; y_1163      =      7049.0 +   -0.2x; interpolation
      34920 <= x <      34950; y_1164      =      -13903.0 +   0.4x; interpolation
      34950 <= x <      34980; y_1165      =      49007.0 +   -1.4x; interpolation
      34980 <= x <      35010; y_1166      =      10529.0 +   -0.3x; interpolation
      35010 <= x <      35040; y_1167      =      1193.0 +   -0.03333333333333333x; interpolation
      35040 <= x <      35070; y_1168      =      -1143.0 +   0.03333333333333333x; interpolation
      35070 <= x <      35100; y_1169      =      2364.0 +   -0.06666666666666667x; interpolation
      35100 <= x <      35130; y_1170      =      -12846.0 +   0.36666666666666664x; interpolation
      35130 <= x <      35160; y_1171      =      -18701.0 +   0.5333333333333333x; interpolation
      35160 <= x <      35190; y_1172      =      10599.0 +   -0.3x; interpolation
      35190 <= x <      35220; y_1173      =      8253.0 +   -0.23333333333333334x; interpolation
      35220 <= x <      35250; y_1174      =      14123.0 +   -0.4x; interpolation
      35250 <= x <      35280; y_1175      =      1198.0 +   -0.03333333333333333x; interpolation
      35280 <= x <      35310; y_1176      =      22.0 +   0.0x; interpolation
      35310 <= x <      35340; y_1177      =      22.0 +   0.0x; interpolation
      35340 <= x <      35370; y_1178      =      22.0 +   0.0x; interpolation
      35370 <= x <      35400; y_1179      =      22.0 +   0.0x; interpolation
      35400 <= x <      35430; y_1180      =      -3518.0 +   0.1x; interpolation
      35430 <= x <      35460; y_1181      =      4749.0 +   -0.13333333333333333x; interpolation
      35460 <= x <      35490; y_1182      =      -61443.0 +   1.7333333333333334x; interpolation
      35490 <= x <      35520; y_1183      =      -8208.0 +   0.23333333333333334x; interpolation
      35520 <= x <      35550; y_1184      =      22576.0 +   -0.6333333333333333x; interpolation
      35550 <= x <      35580; y_1185      =      -20084.0 +   0.5666666666666667x; interpolation
      35580 <= x <      35610; y_1186      =      -3480.0 +   0.1x; interpolation
